Employee ID,Name,Department,Job Role,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility,EngagementScore,Engagement_Category
164384,Yasmin Luthra,HR,Recruitment Specialist,100,77.71,89.67,3.1,86.83,39,3.8,21,No,79.35,HIGH
295827,Jhanvi Bansal,Sales,Business Development,93,85.42,90.32,3.4,88.9,48,3.3,30,No,80.08,HIGH
280419,Sana Divan,Finance,Auditor,89,84.34,83.48,4.5,70.02,36,4.8,19,Yes,83.34,HIGH
967313,Sumer Sengupta,Sales,Account Manager,76,71.07,87.64,4.6,73.34,49,3.3,13,No,78.24,HIGH
964372,Lavanya Ram,Finance,Financial Analyst,58,85.36,92.23,4.4,77.56,43,4.0,29,No,83.85,HIGH
392045,Shanaya Dass,HR,Recruitment Specialist,83,94.86,95.13,4.2,78.72,53,3.9,14,No,84.53,HIGH
507537,Nishith Dixit,Sales,Account Manager,93,82.43,87.95,4.1,95.92,54,4.5,2,Yes,89.01,HIGH
817943,Indranil Vyas,Finance,Accountant,63,62.32,96.31,3.8,96.34,41,4.5,9,No,87.6,HIGH
927912,Renee Badami,HR,Employee Relations,55,88.46,98.27,3.2,92.02,40,4.1,7,No,85.31,HIGH
860264,Rasha Uppal,Sales,Business Development,54,76.78,97.56,4.3,86.73,37,4.7,11,No,89.21,HIGH
482056,Aarna Mani,IT,Cybersecurity Specialist,97,67.65,99.94,4.7,88.71,41,5.0,10,Yes,92.17,HIGH
815960,Samiha Sachdeva,Finance,Accountant,58,62.48,85.53,4.7,85.91,47,4.7,6,No,86.73,HIGH
220585,Baiju Dar,Sales,Business Development,76,86.31,87.69,4.3,90.88,53,3.2,28,No,83.43,HIGH
998631,Anahi Karpe,Marketing,SEO Specialist,63,69.93,98.81,4.4,89.47,36,3.3,3,No,84.4,HIGH
606036,Hansh Ahluwalia,Marketing,Content Strategist,96,94.65,82.47,4.7,87.5,37,3.3,24,No,84.21,HIGH
934797,Gokul Bahl,Marketing,Content Strategist,85,83.84,91.74,4.9,98.04,48,4.7,29,No,94.54,HIGH
506938,Heer Kaul,HR,HR Manager,96,75.63,76.02,4.2,97.53,51,4.0,30,No,84.83,HIGH
895058,Diya Aggarwal,IT,Software Engineer,65,76.66,89.11,4.1,94.95,51,4.4,22,No,87.97,HIGH
300330,Aarav Yadav,HR,HR Manager,55,84.62,81.21,3.5,98.68,42,3.2,4,No,81.11,HIGH
399693,Kaira Walla,Marketing,Content Strategist,86,72.93,85.34,4.8,97.75,38,4.7,15,Yes,91.69,HIGH
905514,Mamooty Randhawa,HR,Employee Relations,86,67.06,75.14,4.2,88.63,48,3.0,28,No,77.12,HIGH
779658,Reyansh Setty,Marketing,Content Strategist,70,67.64,92.74,4.7,75.31,44,3.4,22,No,80.3,HIGH
660057,Jivin Soman,Marketing,Marketing Executive,70,67.29,81.55,3.5,77.19,44,4.8,8,No,79.4,HIGH
390967,Piya Doshi,Sales,Sales Executive,64,86.21,93.96,4.9,83.65,53,4.7,11,No,90.91,HIGH
185669,Adira Khare,Marketing,Content Strategist,99,67.31,99.66,5.0,75.02,42,3.2,9,No,81.97,HIGH
138956,Pranay Kapur,Sales,Account Manager,87,83.65,78.9,3.2,92.45,35,4.3,14,Yes,81.88,HIGH
280912,Mahika Soman,HR,Recruitment Specialist,77,78.59,92.88,3.9,95.54,43,4.3,28,No,87.9,HIGH
348638,Divij Saha,Finance,Auditor,51,65.16,81.47,4.7,94.67,36,4.4,5,No,87.61,HIGH
518054,Anya Bahl,HR,HR Manager,82,72.34,90.41,3.1,80.86,47,4.4,11,No,79.57,HIGH
339906,Shanaya Tandon,Sales,Business Development,94,66.36,77.23,4.6,77.27,43,4.0,21,No,79.66,HIGH
797986,Ira Jayaraman,Finance,Auditor,84,93.03,80.6,4.3,77.79,40,3.4,29,No,79.56,HIGH
966173,Indrajit Thaman,HR,Recruitment Specialist,50,74.35,82.86,3.9,94.68,43,3.2,29,No,80.81,HIGH
121945,Vardaniya De,Sales,Sales Executive,99,79.8,76.08,3.2,98.19,36,4.3,13,Yes,82.65,HIGH
769867,Anika Ahuja,Finance,Accountant,94,90.79,95.54,4.5,93.32,47,4.4,22,Yes,91.78,HIGH
393972,Rhea Kothari,IT,Data Analyst,71,68.38,86.5,3.5,87.6,38,4.8,13,No,83.62,HIGH
494031,Ranbir Talwar,Finance,Financial Analyst,56,74.0,83.58,3.5,94.19,40,4.9,17,No,85.97,HIGH
310803,Inaaya  Yadav,Marketing,Marketing Executive,62,71.46,93.05,4.3,95.18,42,3.4,29,No,85.11,HIGH
104752,Dharmajan Desai,HR,HR Manager,91,87.03,85.37,4.5,94.09,55,4.2,27,Yes,88.8,HIGH
358706,Ranbir Tara,Sales,Business Development,82,61.13,96.09,3.9,76.51,54,3.3,30,No,77.08,HIGH
232946,Farhan Agate,Finance,Auditor,80,88.94,90.32,3.4,75.51,53,3.8,14,No,78.41,HIGH
780415,Dishani Manda,Sales,Sales Executive,59,89.08,98.89,4.5,77.71,44,3.1,12,No,82.4,HIGH
655430,Kimaya Thaker,Sales,Account Manager,60,67.55,75.08,4.6,92.28,37,3.5,8,No,81.86,HIGH
765554,Farhan Mannan,IT,Data Analyst,73,62.34,83.83,3.7,83.52,45,3.3,24,No,76.06,HIGH
514360,Hansh Kota,HR,Employee Relations,65,80.51,75.62,3.6,80.79,45,4.7,29,No,80.61,HIGH
344955,Saksham Bali,IT,Software Engineer,99,81.45,80.94,4.6,70.54,52,4.1,20,Yes,80.3,HIGH
141547,Kiaan Dutta,Finance,Accountant,83,75.59,92.76,4.7,99.16,36,3.1,20,No,87.06,HIGH
204435,Dhanuk Mand,Marketing,Marketing Executive,88,60.55,92.11,4.0,92.28,47,4.9,25,Yes,87.76,HIGH
481514,Kartik Soni,Marketing,Marketing Executive,72,76.35,99.35,4.9,76.39,38,4.3,3,No,87.22,HIGH
909747,Ela Kibe,Marketing,Content Strategist,52,75.18,98.65,4.4,83.25,47,4.0,23,No,85.82,HIGH
333263,Damini Taneja,Marketing,SEO Specialist,90,87.24,83.15,4.1,81.36,50,3.2,3,No,78.96,HIGH
877722,Saanvi Dora,Marketing,SEO Specialist,97,76.48,86.94,4.6,98.74,55,4.5,21,Yes,91.06,HIGH
494045,Sumer Sawhney,IT,Software Engineer,77,88.44,95.35,4.1,99.16,49,4.9,26,No,93.66,HIGH
724328,Saanvi Chowdhury,Finance,Accountant,100,73.81,78.19,4.7,87.06,39,3.5,5,No,81.94,HIGH
508224,Vritika Ratta,Sales,Sales Executive,89,81.78,80.58,4.5,93.08,52,3.2,2,No,83.02,HIGH
289083,Nitara Rajagopalan,HR,HR Manager,93,82.09,88.78,3.8,78.03,40,4.6,0,Yes,82.97,HIGH
585889,Shanaya Thakur,Sales,Business Development,82,92.54,98.58,3.5,75.14,40,4.2,16,No,82.31,HIGH
788693,Amani Dara,Marketing,Marketing Executive,61,77.62,89.97,4.1,74.79,48,4.7,14,No,83.39,HIGH
722272,Ivan Ramanathan,Sales,Sales Executive,63,69.72,91.99,3.8,90.73,52,3.7,2,No,82.59,HIGH
746865,Devansh Tak,Marketing,SEO Specialist,83,84.54,99.19,4.8,82.54,41,4.3,8,No,89.45,HIGH
250490,Alia Varty,Sales,Business Development,73,81.76,79.42,4.5,93.36,47,3.7,4,No,84.87,HIGH
503678,Amani Shankar,Finance,Financial Analyst,85,75.65,88.87,3.1,92.55,54,3.4,24,No,79.1,HIGH
729671,Indranil Sunder,IT,Data Analyst,65,81.81,90.32,3.1,76.69,53,3.4,18,No,75.25,HIGH
142732,Lagan Banerjee,Finance,Financial Analyst,63,88.02,99.33,3.4,73.01,36,3.0,18,No,76.17,HIGH
802022,Advika Saxena,Marketing,SEO Specialist,67,70.75,97.74,4.5,97.8,50,3.4,25,No,87.56,HIGH
311438,Riaan Krishnan,Marketing,Marketing Executive,77,72.07,95.31,3.2,89.53,36,3.9,23,No,81.53,HIGH
424970,Veer Sahota,HR,Recruitment Specialist,84,90.42,83.25,4.8,98.33,47,3.6,21,No,88.79,HIGH
300475,Hazel Thaker,HR,HR Manager,71,61.48,82.8,4.5,87.3,54,4.3,4,No,84.1,HIGH
169680,Darshit Bhasin,Marketing,SEO Specialist,76,87.36,88.2,3.3,94.36,42,3.2,4,No,80.68,HIGH
597323,Neelofar Rana,HR,HR Manager,81,76.37,95.34,3.6,89.02,50,3.8,12,No,83.01,HIGH
876520,Taran Kar,Marketing,Marketing Executive,99,91.48,78.21,3.6,96.97,48,3.5,17,No,82.28,HIGH
830628,Dharmajan Garg,Sales,Business Development,84,73.46,75.59,3.3,95.47,55,4.8,10,No,83.5,HIGH
752340,Ivana Sagar,Finance,Financial Analyst,83,92.92,83.43,4.8,98.51,37,3.3,19,No,87.93,HIGH
278587,Mannat Mand,IT,Software Engineer,52,78.13,81.17,3.9,77.15,40,3.1,18,No,75.19,HIGH
872672,Uthkarsh Hegde,Finance,Accountant,65,73.4,77.06,4.5,86.59,39,3.1,18,No,79.13,HIGH
747843,Tiya Ahuja,Sales,Sales Executive,59,64.43,80.09,4.1,75.21,53,4.2,23,No,78.22,HIGH
286442,Tanya Sharma,HR,HR Manager,87,64.05,95.83,4.2,73.6,38,3.2,0,No,77.25,HIGH
979597,Shamik Ramanathan,Finance,Financial Analyst,64,91.51,83.1,4.6,93.96,38,4.0,18,No,88.36,HIGH
896664,Raunak Kata,HR,Employee Relations,59,64.47,97.23,4.8,95.82,44,4.5,2,No,91.84,HIGH
701069,Eva Khurana,Finance,Accountant,90,86.83,95.14,3.6,84.82,36,4.0,10,No,83.56,HIGH
888334,Yuvaan Karpe,Marketing,SEO Specialist,51,94.13,79.89,4.3,81.19,39,4.7,3,No,85.75,HIGH
970274,Jiya Chana,Sales,Sales Executive,63,71.37,82.92,3.0,77.95,54,4.8,0,No,78.31,HIGH
847727,Faiyaz Balakrishnan,IT,Cybersecurity Specialist,88,79.41,84.48,5.0,87.94,48,3.9,9,No,86.82,HIGH
259811,Inaaya  Mahajan,Marketing,Marketing Executive,54,77.89,93.02,3.4,98.46,41,3.7,12,No,84.33,HIGH
648754,Rhea Varghese,Marketing,SEO Specialist,72,91.89,95.0,3.5,77.32,49,4.9,5,No,84.99,HIGH
778707,Vihaan Bhatti,Sales,Account Manager,88,94.99,85.96,3.4,93.39,43,3.8,27,No,83.51,HIGH
372929,Chirag Sengupta,Marketing,Marketing Executive,88,70.28,95.29,3.6,77.37,37,3.3,4,No,76.9,HIGH
124932,Navya Varty,HR,Recruitment Specialist,64,92.8,87.81,4.4,70.52,36,3.9,22,No,81.2,HIGH
929402,Yasmin Trivedi,IT,Data Analyst,93,67.04,98.39,3.5,92.6,54,3.8,3,No,83.36,HIGH
586041,Manjari Bassi,Sales,Sales Executive,98,64.4,78.82,3.4,87.27,55,4.8,10,Yes,81.18,HIGH
143913,Ela Batta,Marketing,Marketing Executive,65,77.04,80.52,4.9,81.6,45,4.0,9,No,83.89,HIGH
682800,Ivana Sarin,HR,Recruitment Specialist,75,82.79,94.97,3.8,73.81,38,3.8,19,No,79.82,HIGH
687697,Baiju Talwar,Finance,Financial Analyst,87,72.53,93.15,3.1,72.23,38,3.6,22,No,74.35,MEDIUM
664876,Shaan Hari,HR,HR Manager,89,68.85,96.27,4.0,80.86,51,3.7,24,No,81.2,HIGH
861468,Taimur Vyas,HR,Employee Relations,78,90.12,82.11,3.7,74.94,54,3.8,20,No,77.92,HIGH
991573,Hridaan Ramakrishnan,Finance,Auditor,50,83.42,84.47,4.5,97.89,45,4.0,15,No,88.6,HIGH
174576,Hansh Char,HR,Employee Relations,78,76.89,96.06,4.4,92.98,39,4.2,18,No,89.2,HIGH
183560,Lavanya Hora,Marketing,Content Strategist,95,66.85,82.69,3.7,81.98,47,4.6,12,Yes,81.02,HIGH
783333,Anahita Brahmbhatt,Sales,Account Manager,99,90.86,83.61,4.3,91.51,50,4.2,20,Yes,87.26,HIGH
675706,Aarav Banik,HR,HR Manager,69,60.98,91.33,4.7,85.95,46,3.5,17,No,82.95,HIGH
180869,Jayant Dhillon,HR,Employee Relations,55,93.51,80.99,3.4,72.12,46,3.2,2,No,73.59,MEDIUM
738019,Rania Tara,HR,Employee Relations,78,90.91,87.49,4.5,74.12,53,4.0,2,No,82.82,HIGH
331999,Neelofar Deep,Marketing,SEO Specialist,75,82.44,93.98,4.4,75.21,36,4.5,13,No,85.2,HIGH
345179,Neelofar Chowdhury,Sales,Business Development,90,82.35,86.26,4.2,77.01,42,3.3,20,No,78.59,HIGH
483895,Farhan Vaidya,Finance,Accountant,72,80.25,96.79,4.6,91.31,45,4.6,6,No,91.58,HIGH
712936,Zaina Iyer,Finance,Accountant,54,61.03,94.48,4.2,75.42,45,3.5,30,No,78.42,HIGH
171523,Tarini Manda,Sales,Sales Executive,66,66.77,79.64,3.2,94.72,42,3.2,28,No,76.62,HIGH
731705,Siya Vaidya,Sales,Business Development,81,74.78,98.36,3.8,85.57,51,3.2,29,No,80.82,HIGH
438055,Mannat Raja,Sales,Business Development,77,67.48,79.14,3.3,72.15,51,3.2,7,No,70.22,MEDIUM
527267,Hunar Batra,Marketing,Marketing Executive,57,77.51,95.47,4.5,78.27,49,4.2,24,No,85.13,HIGH
344341,Renee Sandhu,Sales,Account Manager,58,63.01,87.76,4.3,77.29,54,4.3,27,No,81.44,HIGH
247900,Aniruddh Grover,Finance,Financial Analyst,89,91.9,87.17,4.2,80.09,48,4.3,30,Yes,84.65,HIGH
399109,Tara Kashyap,Finance,Financial Analyst,67,63.69,89.98,4.4,94.09,50,4.8,22,No,89.39,HIGH
976438,Ivan Walia,Finance,Auditor,85,77.62,76.61,3.5,88.49,39,4.6,28,No,82.03,HIGH
218969,Urvi Hora,Finance,Auditor,73,93.22,93.04,4.3,75.86,37,3.4,14,No,81.49,HIGH
526997,Vritika Krishnamurthy,IT,Data Analyst,60,68.01,83.16,4.3,81.01,45,3.5,13,No,78.94,HIGH
193590,Prisha Kara,HR,HR Manager,79,78.16,91.7,3.1,72.34,50,3.1,10,No,72.66,MEDIUM
264411,Aaryahi Guha,IT,Software Engineer,57,69.6,90.15,3.0,86.83,47,4.3,7,No,80.24,HIGH
218346,Nitya Chauhan,IT,Data Analyst,70,80.71,89.22,4.0,91.99,52,3.4,23,No,83.11,HIGH
836767,Anvi Dutt,Sales,Sales Executive,85,74.62,83.02,3.7,88.32,45,4.1,6,No,81.76,HIGH
764121,Ayesha Kala,Sales,Sales Executive,67,92.03,83.25,4.7,86.69,47,4.0,3,No,86.66,HIGH
458278,Arnav Suri,IT,Cybersecurity Specialist,86,86.03,79.7,4.3,87.75,40,3.1,8,No,80.47,HIGH
553095,Shaan Mall,IT,Data Analyst,84,60.05,75.14,3.4,77.41,42,3.1,17,No,70.26,MEDIUM
337428,Gatik Sule,IT,Cybersecurity Specialist,71,62.29,78.06,4.7,77.01,44,4.9,9,No,83.34,HIGH
767270,Tara Issac,Finance,Auditor,80,74.82,97.28,4.5,80.62,40,3.8,15,No,84.32,HIGH
783114,Yasmin Upadhyay,Marketing,SEO Specialist,74,81.89,78.64,3.3,90.62,39,4.4,22,No,81.9,HIGH
594563,Nitara Banerjee,IT,Cybersecurity Specialist,95,84.46,78.7,3.4,84.89,39,3.9,20,No,78.85,HIGH
110245,Aarav Swaminathan,Finance,Auditor,67,84.0,95.78,3.8,88.47,52,4.7,8,No,88.1,HIGH
397482,Tanya Hans,HR,HR Manager,74,67.71,82.36,4.0,97.7,42,3.9,7,No,84.15,HIGH
993237,Pranay Grewal,Finance,Accountant,77,82.48,88.14,3.3,97.59,38,4.6,10,No,86.75,HIGH
108047,Nitara Sen,Sales,Account Manager,77,60.07,94.57,3.1,96.12,50,4.0,3,No,82.16,HIGH
446955,Dhruv Dugal,Finance,Accountant,92,66.36,91.27,4.3,79.98,52,4.1,18,Yes,82.48,HIGH
138855,Reyansh Kuruvilla,IT,Cybersecurity Specialist,78,64.07,84.9,3.6,70.99,48,4.4,24,No,76.68,HIGH
608563,Ela Bala,Finance,Financial Analyst,100,66.71,76.25,3.4,89.08,44,4.6,0,Yes,80.65,HIGH
303561,Advika Trivedi,Finance,Financial Analyst,82,84.08,76.53,3.1,85.57,41,3.9,30,No,77.39,HIGH
338324,Anahita Venkatesh,Sales,Business Development,76,65.24,95.16,3.9,83.88,47,4.8,8,No,85.52,HIGH
805972,Lakshay Saxena,HR,HR Manager,65,78.58,98.37,4.9,78.47,53,3.3,27,No,83.87,HIGH
710006,Bhavin Ahluwalia,HR,HR Manager,85,60.18,77.86,4.6,73.12,45,4.9,1,No,81.53,HIGH
174684,Shlok Bhatt,Finance,Financial Analyst,73,60.57,86.0,4.4,73.07,39,4.9,5,No,82.38,HIGH
370541,Urvi Kibe,Finance,Accountant,90,87.93,98.58,3.8,72.85,41,3.1,21,No,77.96,HIGH
643527,Samiha Loke,Sales,Business Development,91,85.31,95.06,3.1,72.09,42,3.6,30,No,75.97,HIGH
552506,Kaira Gera,HR,Employee Relations,74,60.44,91.05,4.2,83.28,53,3.6,24,No,80.44,HIGH
837493,Divit Gill,Marketing,SEO Specialist,60,93.28,94.83,3.1,97.78,49,4.3,1,No,87.23,HIGH
719443,Samiha Swamy,HR,Employee Relations,64,83.8,92.36,4.8,71.34,43,3.5,29,No,81.45,HIGH
537927,Rati Tandon,HR,Employee Relations,91,94.5,76.84,4.2,81.19,43,3.3,18,No,79.18,HIGH
928791,Kanav Sama,Finance,Accountant,94,69.05,92.21,4.6,83.13,49,3.4,25,No,82.29,HIGH
552368,Adira Grewal,Finance,Financial Analyst,64,94.83,77.36,5.0,85.03,42,4.9,23,No,90.06,HIGH
127618,Indrajit Venkatesh,Marketing,Content Strategist,55,82.09,77.77,4.9,98.66,54,3.3,9,No,86.16,HIGH
102677,Anahi Mallick,Sales,Account Manager,87,80.88,96.81,4.8,78.01,44,3.8,18,No,85.25,HIGH
689416,Renee Batra,Sales,Account Manager,72,80.79,80.69,4.7,70.77,36,3.3,3,No,77.45,HIGH
986803,Nehmat Khatri,Sales,Account Manager,50,63.41,78.74,4.6,99.21,53,3.4,15,No,83.85,HIGH
816066,Aarush Soman,Sales,Business Development,83,77.98,86.47,3.7,78.15,50,3.4,7,No,76.94,HIGH
212010,Shanaya Verma,Marketing,SEO Specialist,69,70.17,86.83,4.8,87.94,55,4.1,30,No,86.36,HIGH
599165,Nirvaan Comar,Marketing,SEO Specialist,74,91.26,78.1,4.4,81.88,53,3.2,27,No,79.71,HIGH
283744,Tiya Butala,Marketing,Marketing Executive,57,60.21,80.61,4.4,97.01,42,4.8,21,No,88.05,HIGH
134676,Kavya Vaidya,Finance,Financial Analyst,69,66.06,92.0,4.6,93.8,48,4.9,8,No,91.15,HIGH
403920,Amira Sandhu,Finance,Accountant,91,80.08,87.97,4.5,98.78,54,4.6,16,Yes,91.64,HIGH
728620,Akarsh Sibal,Sales,Sales Executive,88,66.82,83.69,3.5,79.5,49,4.0,27,No,77.27,HIGH
110266,Gatik Raj,HR,Employee Relations,94,84.04,99.9,3.0,99.43,37,4.7,7,Yes,89.01,HIGH
475929,Hrishita Hans,Finance,Accountant,80,66.84,88.67,4.6,96.76,39,3.3,5,No,85.05,HIGH
505768,Divyansh Kar,HR,Recruitment Specialist,98,65.61,94.81,4.0,82.76,54,4.4,22,Yes,83.95,HIGH
973510,Mahika Garde,Sales,Sales Executive,61,86.2,84.51,3.1,73.93,40,4.3,10,No,77.3,HIGH
633512,Misha Aurora,Sales,Account Manager,91,75.43,92.85,3.3,81.45,54,3.1,9,No,76.15,HIGH
893822,Yuvraj  Bhatnagar,IT,Software Engineer,68,63.82,95.57,4.1,77.29,48,4.2,1,No,81.88,HIGH
635822,Eshani Wable,Marketing,Marketing Executive,90,90.39,82.83,3.5,78.73,50,3.4,21,No,76.82,HIGH
685244,Raghav Mangal,Marketing,SEO Specialist,87,94.7,81.39,3.7,91.71,37,3.6,24,No,82.46,HIGH
739688,Samarth Sane,IT,Data Analyst,56,94.58,77.34,3.9,98.7,42,3.3,2,No,83.34,HIGH
977658,Taran Joshi,IT,Software Engineer,79,81.93,76.77,3.1,87.04,38,4.1,18,No,78.46,HIGH
609536,Zoya Korpal,Finance,Financial Analyst,82,68.04,78.54,4.7,94.19,48,4.8,22,No,88.77,HIGH
100859,Damini Mallick,IT,Cybersecurity Specialist,55,81.07,89.76,4.9,96.02,53,3.4,8,No,88.06,HIGH
743736,Urvi Agate,IT,Software Engineer,100,70.37,91.63,3.0,98.2,44,3.0,17,No,78.82,HIGH
942569,Vritika Keer,HR,HR Manager,56,76.24,78.64,3.2,83.2,49,4.1,4,No,77.51,HIGH
997078,Romil Kar,IT,Data Analyst,61,85.07,79.5,3.7,72.81,38,3.6,17,No,75.45,HIGH
614925,Vihaan Srinivas,Marketing,SEO Specialist,71,67.58,93.06,4.7,88.58,37,4.2,29,No,87.54,HIGH
376491,Kanav Deshpande,HR,Recruitment Specialist,65,74.32,97.36,4.1,88.35,36,3.2,8,No,82.61,HIGH
377841,Anay Raja,HR,Recruitment Specialist,68,85.11,98.58,4.0,97.29,39,4.3,5,No,90.61,HIGH
326517,Ira Yadav,Finance,Financial Analyst,66,87.39,95.55,3.2,74.86,50,4.3,6,No,80.31,HIGH
187703,Nayantara Raman,Sales,Account Manager,95,80.35,96.99,4.2,86.43,42,4.8,16,Yes,89.36,HIGH
433969,Yuvraj  Vaidya,Marketing,SEO Specialist,58,67.8,90.82,4.2,82.6,50,3.7,29,No,81.32,HIGH
817420,Kavya Sawhney,Sales,Account Manager,67,62.75,99.63,4.5,90.65,47,4.8,16,No,90.6,HIGH
969216,Neelofar Bala,Sales,Sales Executive,72,61.21,98.77,3.5,90.2,39,4.2,12,No,83.74,HIGH
122337,Samar Bansal,Sales,Sales Executive,86,89.12,76.76,3.7,77.17,37,4.3,16,Yes,79.42,HIGH
983126,Divit Mander,IT,Cybersecurity Specialist,74,79.37,82.6,3.7,96.58,52,4.8,27,No,87.43,HIGH
927620,Aniruddh Badal,IT,Cybersecurity Specialist,60,90.12,93.43,4.9,73.24,42,3.5,3,No,83.27,HIGH
322211,Misha Chokshi,Sales,Business Development,67,70.31,75.59,3.4,95.99,44,3.4,25,No,78.15,HIGH
181316,Bhamini Lala,HR,HR Manager,82,61.57,94.54,4.0,73.06,36,3.5,1,No,76.98,HIGH
809907,Anay Contractor,Marketing,SEO Specialist,50,61.13,89.04,4.2,77.93,51,3.4,23,No,77.7,HIGH
982979,Jiya Saxena,Sales,Account Manager,92,74.71,83.5,3.1,75.43,41,3.3,5,No,72.4,MEDIUM
204979,Myra Kamdar,Marketing,SEO Specialist,94,91.69,77.77,4.6,95.21,38,3.6,30,No,86.09,HIGH
411007,Madhav Solanki,Finance,Auditor,77,93.36,88.43,4.2,89.89,55,4.6,9,No,89.19,HIGH
653728,Madhup Khare,Marketing,SEO Specialist,71,80.87,76.87,3.0,97.45,42,5.0,27,No,84.7,HIGH
482889,Shray Chana,Marketing,SEO Specialist,52,84.31,86.17,4.8,89.28,50,4.4,19,No,89.25,HIGH
544759,Jiya Lal,Sales,Account Manager,50,74.67,91.94,3.1,97.42,50,4.9,11,No,87.08,HIGH
928490,Gokul Lalla,IT,Cybersecurity Specialist,66,87.4,79.49,4.4,84.55,45,4.8,4,No,86.8,HIGH
698482,Arnav Ben,Finance,Auditor,56,84.49,94.62,4.9,71.64,42,3.8,29,No,83.66,HIGH
594971,Ojas Dasgupta,Marketing,Content Strategist,51,66.1,92.64,3.6,78.53,39,4.6,13,No,81.5,HIGH
942316,Eva Bassi,IT,Data Analyst,79,92.07,75.22,3.1,86.94,37,3.9,30,No,78.33,HIGH
781987,Azad Tara,Finance,Auditor,50,70.0,93.99,3.1,82.68,50,3.2,0,No,75.8,HIGH
720143,Ivan Buch,Marketing,SEO Specialist,77,89.88,94.56,4.3,88.76,47,4.2,22,No,88.53,HIGH
339439,Pari Goswami,Marketing,Marketing Executive,90,65.45,88.92,3.4,88.1,37,4.0,21,No,80.36,HIGH
720446,Misha Bhavsar,Finance,Financial Analyst,82,81.31,82.34,4.6,96.88,35,4.3,14,No,89.26,HIGH
962430,Misha Bajaj,Sales,Account Manager,91,67.54,96.61,3.4,75.28,55,3.7,22,No,77.06,HIGH
395092,Nitara Gala,Marketing,Marketing Executive,97,78.17,96.63,3.2,92.53,45,3.7,3,No,82.5,HIGH
567705,Drishya Jayaraman,Sales,Business Development,57,64.65,99.48,4.9,74.45,54,4.4,13,No,85.9,HIGH
641399,Ira Bail,IT,Cybersecurity Specialist,93,89.38,98.74,3.3,74.24,53,3.5,22,No,78.16,HIGH
130693,Faiyaz Taneja,HR,Employee Relations,88,74.46,86.9,4.0,71.17,37,4.6,27,Yes,80.58,HIGH
182341,Bhamini Chada,Sales,Business Development,68,87.65,89.47,4.1,94.33,44,4.5,24,No,89.36,HIGH
442755,Adira Krishna,Sales,Sales Executive,64,94.44,77.78,3.2,96.67,44,4.6,27,No,85.2,HIGH
780068,Mahika Savant,HR,Employee Relations,84,77.33,99.73,3.1,85.11,46,3.6,11,No,80.01,HIGH
592447,Tara Sundaram,Sales,Account Manager,75,66.16,88.27,4.6,98.35,52,3.7,10,No,86.98,HIGH
213554,Adah Hayre,Sales,Sales Executive,69,77.89,82.46,3.9,73.9,45,4.4,18,No,79.65,HIGH
403457,Inaaya  Dugar,HR,Recruitment Specialist,79,88.87,84.82,4.0,88.81,54,3.2,8,No,81.29,HIGH
628262,Divyansh Raman,HR,HR Manager,70,82.41,84.05,3.7,72.49,37,4.4,26,No,79.2,HIGH
437789,Kanav Sem,IT,Cybersecurity Specialist,83,94.3,98.36,4.1,82.88,48,3.2,6,No,83.17,HIGH
734161,Badal Kata,Finance,Accountant,57,66.55,86.67,3.6,98.17,36,4.6,26,No,86.24,HIGH
460858,Dishani Bhandari,Marketing,SEO Specialist,82,91.14,86.95,3.9,70.64,55,4.7,30,No,82.1,HIGH
682181,Tushar Balasubramanian,Sales,Sales Executive,99,73.64,85.7,4.4,77.81,52,4.7,28,Yes,84.25,HIGH
663221,Samar Sodhi,Finance,Auditor,95,89.72,94.9,3.8,70.33,38,3.4,16,No,77.85,HIGH
646652,Anay Sen,Marketing,Marketing Executive,63,60.1,84.32,4.1,85.32,41,4.7,13,No,83.67,HIGH
137653,Kismat Chander,HR,Recruitment Specialist,76,65.32,78.28,4.3,89.58,51,4.4,2,No,83.86,HIGH
277652,Dishani Maharaj,Sales,Account Manager,61,76.54,84.32,4.4,82.34,50,3.1,18,No,79.22,HIGH
114775,Riya Saini,Sales,Sales Executive,78,69.14,82.19,3.3,83.33,43,4.6,20,No,79.95,HIGH
239240,Oorja Samra,Marketing,Marketing Executive,88,89.92,82.29,3.4,83.18,45,3.9,30,No,79.6,HIGH
842471,Ishita Majumdar,IT,Data Analyst,68,89.57,78.41,3.4,74.69,36,3.1,24,No,73.05,MEDIUM
253583,Nitara Kala,Sales,Sales Executive,100,80.61,92.72,3.7,89.41,37,4.2,25,Yes,85.03,HIGH
306160,Ahana  Suresh,Sales,Account Manager,66,62.01,81.23,4.4,89.77,39,4.4,8,No,84.58,HIGH
982686,Eshani Johal,HR,HR Manager,86,81.57,90.14,4.6,97.5,55,3.3,28,No,87.04,HIGH
580910,Abram Mandal,IT,Cybersecurity Specialist,76,91.66,84.25,3.9,86.79,41,4.0,2,No,83.65,HIGH
848391,Purab Rattan,Finance,Financial Analyst,98,90.93,87.96,3.5,70.73,51,3.2,10,No,74.7,MEDIUM
758193,Nehmat Shanker,Finance,Accountant,70,88.83,89.5,3.3,86.52,44,4.4,23,No,83.54,HIGH
307543,Shray Gulati,IT,Data Analyst,96,75.24,86.23,3.6,96.35,47,4.5,20,Yes,86.07,HIGH
